genes	logFC	logCPM	LR	PValue	FDR						
TMIGD3	-1.286709961	0.241807189	7.60377688	0.005824616	0.037551065						
NRAP	-0.889454071	2.294121347	7.600779151	0.005834308	0.037590589						
CYC1	0.395781356	6.366741067	7.600280288	0.005835923	0.037590589						
CEP76	-0.324731914	5.215850951	7.596383488	0.00584855	0.037641635						
ADAMTS17	1.347790261	-0.05176323	7.596235289	0.005849031	0.037641635						
SLC7A6	-0.5720671	6.925367471	7.583510214	0.005890462	0.037891482						
C2CD5	-0.336625496	6.912724959	7.580945143	0.00589885	0.037928641						
RAB3IP	0.898738112	4.609974525	7.571926295	0.005928439	0.038102026						
RIPK3	0.341747603	5.446796948	7.565908209	0.005948267	0.038181033						
MAP2K3	0.344796828	6.015092051	7.565169808	0.005950705	0.038181033						
ATP5G1	0.510337926	4.980367994	7.565166739	0.005950715	0.038181033						
ATPIF1	0.786599772	7.326214778	7.565005644	0.005951247	0.038181033						
TM2D2	0.348786969	4.62158141	7.563392975	0.005956574	0.038198341						
ABHD16B	-1.181674571	0.705506276	7.558213899	0.005973717	0.038291366						
LOC107131388	-1.160920151	0.670757787	7.550914716	0.005997962	0.038429818						
C16H1orf21	0.838602491	5.200029591	7.548539794	0.006005872	0.038463534						
DLGAP4	0.303075873	6.354333171	7.546867373	0.006011449	0.038482282						
A2M	-0.441518365	7.978116643	7.544936407	0.006017895	0.038506572						
ACTA2	-1.100075456	4.085326866	7.540934018	0.006031277	0.038575208						
HYAL3	-1.015561279	0.238774937	7.538266152	0.006040214	0.038615365						
SMAD2	-0.353435434	6.620528995	7.525611015	0.006082792	0.038870459						
TTLL5	0.575160323	4.270092754	7.524489299	0.006086581	0.038874676						
TPM1	0.508708511	4.35008965	7.523831172	0.006088805	0.038874676						
ANKRD34A	-0.87793054	1.468294173	7.521229317	0.006097605	0.03891376						
FOXJ2	0.300775162	5.753696795	7.517971766	0.006108642	0.038967074						
COX7B	0.412789152	6.673946768	7.505113883	0.006152405	0.039229009						
PTPRF	-0.587250399	4.981351852	7.501279028	0.006165519	0.039295377						
MTFMT	-0.493405643	4.479738082	7.499072774	0.006173077	0.039326289						
TMEM14A	-0.564114411	3.047521376	7.49663941	0.006181423	0.039362198						
IKBIP	0.437581784	3.721893561	7.495656224	0.006184799	0.039366435						
POLM	-0.456845671	3.536599522	7.49481185	0.0061877	0.039367646						
SF3B1	-0.431619702	10.47004309	7.493816305	0.006191121	0.03937217						
UBE2E3	-0.42816447	4.770241604	7.492889558	0.006194308	0.039375197						
LOC100139362	-1.256284629	0.518839775	7.490869077	0.006201262	0.039402157						
TJP2	0.987364075	2.275626944	7.489742982	0.006205141	0.039409565						
TUSC1	1.135406404	0.594081114	7.488823808	0.006208309	0.039412454						
CYSTM1	0.503289169	6.082297769	7.487906158	0.006211474	0.039415316						
GUCY1A3	1.09366794	1.793522443	7.482170951	0.00623129	0.039510376						
PEX10	-0.378936912	5.435318178	7.481996067	0.006231895	0.039510376						
IFT57	0.499203571	3.621918211	7.47830422	0.006244686	0.039549919						
MITD1	0.39320929	5.37702716	7.478069128	0.006245501	0.039549919						
ATRN	0.49930414	5.163922456	7.477838755	0.0062463	0.039549919						
MAPK8IP3	-0.321856319	5.809400043	7.476523292	0.006250866	0.039561579						
GPSM1	-0.431030414	4.908212075	7.464326604	0.006293357	0.039797813						
DDX6	-0.401059998	8.92251099	7.46416247	0.006293931	0.039797813						
SPINT2	-0.65410422	5.00629556	7.46345308	0.006296411	0.039797813						
LOC101905499	-0.975516428	6.318870408	7.459439224	0.006310466	0.0398693						
ANAPC4	-0.312993752	5.990648219	7.453639766	0.00633083	0.039980569						
PIP5K1C	-0.35162602	6.462056482	7.452677701	0.006334215	0.039984559						
TNFRSF25	0.399617909	4.946464598	7.450135541	0.006343167	0.040023677						
FAM210B	-0.323171594	6.465351204	7.448921594	0.006347447	0.040033289						
HIST1H1C	0.744189666	4.676382674	7.440558496	0.00637701	0.040202286						
HYPK	0.504474253	5.550935204	7.433961372	0.006400429	0.040332423						
TMTC3	-0.49101998	4.173149799	7.431635011	0.006408709	0.040364982						
CC2D2B	-0.476115304	5.11760981	7.430948485	0.006411154	0.040364982						
RRM2B	-0.46241846	4.807463922	7.429597038	0.006415971	0.040377806						
ELAC1	-0.478348085	3.718847611	7.42835134	0.006420414	0.040388268						
LOC101906009	0.683936841	2.355776692	7.42435449	0.00643469	0.040447242						
CDA	-0.943151334	2.974785011	7.424167811	0.006435358	0.040447242						
GPAA1	-0.344909294	5.693012156	7.416750116	0.006461943	0.040596764						
CITED2	-0.317880774	6.796275888	7.413328356	0.006474244	0.040656461						
ZMIZ2	0.458353534	5.979964223	7.410762006	0.006483486	0.040696901						
IFNLR1	-1.194097432	0.259114269	7.40985942	0.006486739	0.040699735						
CTPS2	-0.405269152	5.057586326	7.406477186	0.006498946	0.040758717						
SERPINB2	-1.257274415	2.232649994	7.405396804	0.00650285	0.0407656						
LOC100847346	1.510378958	1.364108111	7.396267372	0.006535936	0.040949729						
C5H12orf75	-0.665815372	5.8935129	7.395737794	0.00653786	0.040949729						
TMEM161B	0.396196514	5.279813805	7.385824942	0.006573991	0.041158284						
LOC751788	-0.89329736	5.104015629	7.383997939	0.006580672	0.041179035						
TRIM3	-0.528219279	2.990607985	7.383150889	0.006583772	0.041179035						
LOC101904825	-0.521919492	3.049491516	7.38193147	0.006588238	0.041179035						
SNX18	-0.641251972	6.870112108	7.381820138	0.006588646	0.041179035						
LDLRAD4	-0.454477299	6.893133765	7.374538903	0.006615375	0.041328311						
SLC26A6	0.446949558	4.449772793	7.372235256	0.006623855	0.041363496						
KBTBD2	-0.347878655	5.774239758	7.366992137	0.006643196	0.041466448						
FANCM	-0.368374065	5.392163989	7.362001834	0.006661658	0.041563827						
IL1B	-1.011714908	7.80104348	7.357636452	0.006677852	0.041646971						
ZNHIT6	0.442073321	4.510837484	7.355923226	0.006684218	0.041668783						
C10H14orf37	-1.285499936	1.072035238	7.353750928	0.006692299	0.041701261						
CUL4A	0.270383949	7.182919288	7.352273721	0.0066978	0.041717641						
COPS2	0.317840842	5.731741601	7.349009852	0.00670997	0.041775532						
CALCRL	-0.568339579	4.459834135	7.344153172	0.006728122	0.041870595						
ME2	0.337708466	7.372526199	7.342419477	0.006734614	0.041893046						
LGALS1	0.623704374	6.704256228	7.333164197	0.006769378	0.042091274						
PHC1	-0.398145143	5.092487437	7.332181178	0.006773081	0.042095303						
DTD1	-0.274298604	5.719113475	7.331453895	0.006775822	0.042095303						
EPB41L4B	0.800071627	1.776792478	7.33060682	0.006779016	0.042097141						
GLG1	0.377913964	8.882785686	7.326919236	0.006792939	0.042165571						
LOC104973153	1.184900081	0.328766179	7.31870576	0.006824054	0.042328026						
CDKN2AIP	0.502339176	6.038989558	7.318472717	0.006824939	0.042328026						
STRBP	-0.293665844	6.233784583	7.310666409	0.00685465	0.04249415						
CDC42EP4	0.648128008	3.767947548	7.307789092	0.006865635	0.042528376						
CBX1	-0.323168332	5.303206613	7.307686432	0.006866027	0.042528376						
ARPC5L	-0.391708171	6.946807843	7.305185581	0.00687559	0.042541602						
TSPAN18	-0.604216734	3.908314474	7.304967035	0.006876426	0.042541602						
BOLA-DRB2	0.701997506	6.531627215	7.304535718	0.006878077	0.042541602						
LOC100296121	-0.744616126	2.303988456	7.304065262	0.006879878	0.042541602						
PDE2A	-0.555839475	4.241908891	7.293539675	0.0069203	0.042773341						
IRF2BPL	0.350059695	6.260834743	7.289270772	0.006936763	0.04285686						
LOC515697	0.530280944	7.234943122	7.286211743	0.006948585	0.042911646						
ABCD3	-0.353304226	5.029497542	7.285349653	0.00695192	0.042913997						
UAP1L1	-0.636851296	2.852081021	7.28397771	0.006957231	0.042928539						
HSPA12B	-0.758396949	1.0111571	7.280225287	0.006971779	0.043000039						
ZDHHC13	0.377009878	5.223321482	7.278179505	0.006979724	0.043030767						
H1F0	-0.489265653	4.591045093	7.271696986	0.007004959	0.043167187						
CDYL2	0.45934902	3.35231953	7.270806758	0.007008432	0.043167187						
PBXIP1	-0.319738817	8.675580945	7.27020829	0.007010767	0.043167187						
LOC100139549	0.511042191	4.000448363	7.26363483	0.007036473	0.043307109						
XAF1	0.627339079	6.56003176	7.260135685	0.007050196	0.043373191						
LOC101905498	-0.414425526	3.882509328	7.255689799	0.007067672	0.043462292						
FBXW12	-0.354654646	5.80715012	7.251377561	0.007084664	0.043536246						
VSTM2L	-0.720412759	4.194854261	7.250748976	0.007087145	0.043536246						
NRN1	0.669332373	3.212060563	7.250357467	0.00708869	0.043536246						
ZNF527	-0.437103337	3.763725225	7.244397204	0.007112259	0.043662535						
FBXO25	-0.308993277	5.392039956	7.242897625	0.007118201	0.043680554						
HPCAL4	-1.27722196	-0.157033214	7.241303357	0.007124524	0.043684995						
ZSCAN31	-0.716202589	1.805497532	7.241198617	0.00712494	0.043684995						
TARDBP	-0.443003179	8.048122462	7.234484288	0.007151635	0.043830168						
LOC100297346	-0.872996498	1.196427365	7.229895724	0.007169937	0.043923803						
MBIP	-0.423168439	5.574122078	7.228327059	0.007176205	0.043943667						
WDR45B	-0.355506648	5.898737388	7.226445918	0.007183729	0.04396876						
MED22	0.359845687	5.132443604	7.225789259	0.007186357	0.04396876						
FZD1	1.178099407	-0.341136302	7.224423117	0.007191828	0.043983706						
LOC100847870	-0.404888984	5.6541117	7.223010045	0.007197492	0.043999817						
C16H1orf159	-0.456928756	4.538020323	7.218282515	0.007216472	0.044097291						
SPARC	2.386185517	-0.002329774	7.215569576	0.007227388	0.044145419						
LOC101906526	-0.644805612	3.307790345	7.213126456	0.007237232	0.044186966						
LOC101909455	-0.993689042	1.119479229	7.209613592	0.00725141	0.044254931						
FILIP1L	-0.98065859	1.19429256	7.207562383	0.007259703	0.04428693						
SERPINE2	-0.459953585	6.072416458	7.205997882	0.007266034	0.04429355						
DNER	3.054536969	-0.004707185	7.205217153	0.007269195	0.04429355						
EPS8	-0.96697381	1.070597953	7.205034235	0.007269936	0.04429355						
IRAK2	0.382408283	4.424015478	7.193339958	0.007317465	0.044564437						
DBP	-0.459021649	4.423407329	7.19082824	0.007327715	0.044608156						
TMTC4	0.380374103	4.665222501	7.183269459	0.007358649	0.044777704						
RNPEP	0.38726425	4.817503506	7.182214787	0.007362976	0.044780846						
TRAPPC6A	-0.414385811	4.448923003	7.181640885	0.007365332	0.044780846						
GNE	-0.341450729	5.853000501	7.179002397	0.007376171	0.044827985						
LOC100848419	0.503945263	6.547567348	7.173865648	0.007397321	0.044937717						
OLR1	0.581614267	5.235787302	7.17208017	0.007404686	0.044963658						
TPD52	0.312730248	6.362377701	7.165777611	0.007430747	0.045103052						
DLL1	-0.723842075	2.496389151	7.159926018	0.007455027	0.045231524						
CXHXorf65	-0.643356377	2.403539311	7.156734306	0.007468305	0.045269837						
RSL1D1	0.285738483	6.311848445	7.156238769	0.007470368	0.045269837						
PMS2	-0.398731128	4.541759428	7.156161071	0.007470692	0.045269837						
LOC618787	-1.072463448	1.564249876	7.153682405	0.007481023	0.045296954						
PPP2R2C	-1.048598653	2.272888495	7.153591119	0.007481404	0.045296954						
AIFM3	-0.893853942	2.457049289	7.151996814	0.007488057	0.045318346						
HERC3	-0.312013738	5.903026747	7.145956935	0.007513317	0.045452284						
KCNA3	-0.446241502	6.955385523	7.144300706	0.007520259	0.04547534						
LMBR1L	-0.337629561	5.831603551	7.139218539	0.007541602	0.045559623						
SCN1B	-0.947408865	0.860731025	7.138193745	0.007545913	0.045559623						
LOC101903778	0.812407395	1.416321016	7.138040902	0.007546556	0.045559623						
LOC101902944	-2.576377265	-0.484548088	7.13799626	0.007546744	0.045559623						
EDEM2	0.371752672	5.988037631	7.135927633	0.007555455	0.045593261						
KCNK10	-1.145833844	0.712120938	7.130970919	0.007576369	0.045689468						
SSH2	-0.539747089	8.367755411	7.130658642	0.007577689	0.045689468						
TTC13	-0.334913818	4.946786987	7.128688392	0.00758602	0.045720722						
CUBN	-1.017654738	1.557207428	7.125612797	0.007599044	0.045750638						
ANKRA2	-0.365314213	4.922724243	7.12546439	0.007599673	0.045750638						
CTBP2	0.423627767	5.420515545	7.125285045	0.007600433	0.045750638						
MMD	0.441969979	6.182158312	7.122050501	0.007614157	0.045814264						
GCHFR	0.505334789	3.423895873	7.119635127	0.007624422	0.045857032						
NOL3	1.011012872	0.220833687	7.111641803	0.007658494	0.046039212						
OCLN	-1.314466936	0.346785233	7.111043113	0.007661052	0.046039212						
CYP20A1	-0.465693338	4.858761713	7.109986496	0.007665569	0.046047306						
DPP8	-0.428529532	7.27100016	7.106149672	0.007681994	0.046110599						
FAM92A1	-0.484477914	3.228892281	7.106042226	0.007682454	0.046110599						
PAFAH1B3	-0.49996204	4.294385669	7.103769929	0.007692199	0.046123225						
DOCK1	0.562523919	3.570699959	7.103613215	0.007692872	0.046123225						
CPT1C	-0.569912396	3.26722612	7.103330761	0.007694084	0.046123225						
LOC100300896	-0.689599581	4.487979036	7.09623361	0.007724611	0.046270932						
C22H3orf62	0.747284176	3.325945674	7.096121136	0.007725095	0.046270932						
ADAP2	0.778523963	3.103681718	7.083596575	0.007779272	0.046576226						
TIAM1	-0.348710316	6.728568446	7.081589918	0.007787988	0.046609199						
GDPD1	0.513057239	4.583359661	7.074545375	0.007818666	0.046760705						
SNX9	0.382579826	4.739544443	7.074298735	0.007819742	0.046760705						
TCEB3	0.304023835	6.704107104	7.071880091	0.007830305	0.046804599						
CERS6	0.959280004	3.116137646	7.063863819	0.007865418	0.046995144						
CLEC1A	-1.221243346	1.508182443	7.060329361	0.007880951	0.047068589						
CISD2	0.353134398	5.677417507	7.058373731	0.007889559	0.047100632						
LOC101903018	1.522191891	-0.335183705	7.053375742	0.007911601	0.047205971						
LOC530973	-0.679291754	3.164652948	7.052899919	0.007913703	0.047205971						
AVIL	-1.114487764	-0.025612078	7.050323965	0.007925092	0.047236801						
LOC104972428	-2.057358631	-0.652653159	7.050259733	0.007925376	0.047236801						
CRTAM	-0.411299459	4.972375091	7.046588561	0.007941636	0.0473143						
SERTAD3	0.348957999	5.127201539	7.043729972	0.007954321	0.047366134						
SBF2	0.623377378	3.965574721	7.042752764	0.007958662	0.047366134						
ZNF711	-0.496827063	4.362697316	7.042424734	0.007960119	0.047366134						
S100A1	1.32638754	4.893564647	7.033170068	0.008001359	0.047583985						
AK9	-0.90796324	1.383230094	7.032739642	0.008003282	0.047583985						
TPCN1	0.326930534	4.877575453	7.031625673	0.008008262	0.047594112						
SIPA1L2	0.907240673	0.731104958	7.028880625	0.008020547	0.047647627						
SLC6A20	-1.088647132	0.688640286	7.027425076	0.008027069	0.047666876						
LOC107131714	-0.741839243	3.013628763	7.026522352	0.008031117	0.047671422						
KLC4	-0.288780153	5.180713581	7.024579738	0.008039834	0.047703671						
SLC18A2	-1.202242028	0.416050257	7.018566518	0.008066879	0.047831623						
GORASP2	0.367145921	6.441832805	7.018321067	0.008067985	0.047831623						
GPAT4	0.310770801	6.616313176	7.015229459	0.008081927	0.047894735						
IP6K2	-0.255616051	5.939091504	7.00976366	0.008106638	0.048021582						
DDX27	0.295489252	6.399439504	7.003816296	0.008133614	0.048161736						
PARL	0.321698736	5.873459624	7.00191283	0.008142267	0.04819318						
RALGPS2	-0.409117212	7.220402259	7.001188921	0.00814556	0.04819318						
LOC617079	-1.730085429	4.658950158	6.995338187	0.008172227	0.048331268						
CCDC84	-0.348474839	4.572904819	6.98236942	0.008231655	0.04866292						
C1H3orf38	0.473557677	5.447103235	6.978575895	0.008249123	0.04874634						
DPM2	0.51886404	3.604279047	6.977752333	0.00825292	0.048748946						
TUBD1	-0.412097415	3.466996886	6.974921708	0.008265984	0.048806267						
LOC107132938	-0.698785947	1.657411486	6.973403574	0.008272999	0.04882784						
CDC42BPG	-0.440983261	3.926750874	6.956697275	0.008350604	0.049265851						
SESN3	-0.440430391	7.743825353	6.950321024	0.008380419	0.049421677						
NHSL1	1.09882034	0.09930129	6.949007441	0.008386575	0.049437907						
ANXA2	0.377185889	8.379418142	6.947188928	0.008395105	0.049468113						
LOC100196901	-0.38165397	4.583148791	6.937449775	0.008440937	0.049718011						
ICAM3	-0.394694952	6.886438247	6.935901484	0.008448247	0.049740896						
PHOSPHO1	1.13269406	3.811890125	6.93477335	0.008453577	0.049752112						
LOC104973491	-0.694638442	2.787354102	6.933813716	0.008458114	0.049758651						
LOC107132712	-1.45145516	-0.237605309	6.932050176	0.008466458	0.049782137						
RARA	-0.397678943	7.843201535	6.931521507	0.008468961	0.049782137						
TMEM134	-0.496328534	3.530815804	6.930127314	0.008475566	0.049800805						
SUV39H1	-0.448099721	3.643740747	6.929331314	0.008479339	0.049802828						
DACH1	-1.089012635	1.502155527	6.924357823	0.008502952	0.049921333						
ARRDC5	-0.39086391	4.08406916	6.922808897	0.00851032	0.049944402						
MMGT1	-0.33036093	5.194079004	6.920149556	0.008522985	0.049963511						
FHL1	1.06493241	7.893080916	6.919963654	0.008523871	0.049963511						
RCOR3	-0.32997441	5.572288016	6.919674745	0.008525248	0.049963511						
HNRNPDL	-0.369713875	8.884872738	6.918619996	0.008530278	0.049963511						
LOC101906850	-0.918040196	0.340941016	6.918515792	0.008530775	0.049963511						
ST3GAL3	-0.400488032	5.964669705	6.916931351	0.008538337	0.049975823						
LOC107131951	-1.780877866	1.447416388	6.91638704	0.008540937	0.049975823						
PDLIM7	-0.359247346	6.506368761	6.915913391	0.008543199	0.049975823						
SPNS1	0.375083659	4.947906067	6.914282349	0.008550995	0.049988181						
LOC506486	-1.269067605	0.671693805	6.913620879	0.008554159	0.049988181						
PPT2	0.467159256	4.848941458	6.912617598	0.00855896	0.049988181						
